## blobtools v1.0
## assembly	: /home/amir/gasp/celera_assemblies/404.mer22.scf.fasta
## coverage	: bam0 - /home/amir/gasp/mapping/404_celera_22.bam
## taxonomy	: tax0 - /home/amir/gasp/blast/404_celera_22.txt
## nodesDB	: /home/amir/gasp/blobtools/data/nodesDB.txt
## taxrule	: bestsum
## min_score	: 0.0
## min_diff	: 0.0
## tax_collision_random	: False
##
# name	length	GC	N	bam0	phylum.t.6	phylum.s.7	phylum.c.8
scf7180000027732	7855	0.3879	60	34.714	Ascomycota	7843.0	0
scf7180000027733	3074	0.3855	0	28.466	Ascomycota	5642.0	0
scf7180000027734	6796	0.3817	40	31.597	Ascomycota	8949.0	0
scf7180000027735	6950	0.3737	20	27.756	Ascomycota	6287.0	0
scf7180000027736	12255	0.3795	80	42.864	Ascomycota	22231.0	0
scf7180000027737	6275	0.3572	20	28.688	Ascomycota	11428.0	0
scf7180000027738	3410	0.4012	0	28.437	Ascomycota	6292.0	0
scf7180000027739	8187	0.3973	60	39.74	Ascomycota	12604.0	0
scf7180000027740	2978	0.3818	0	31.772	Ascomycota	5500.0	0
scf7180000027741	3137	0.3647	0	34.088	Ascomycota	5703.0	0
scf7180000027742	3137	0.3822	0	27.369	Ascomycota	5788.0	0
scf7180000027743	4170	0.4282	20	31.652	Ascomycota	7613.0	0
scf7180000027744	44020	0.379	260	40.888	Ascomycota	18227.0	0
scf7180000027745	2909	0.3792	0	28.329	Ascomycota	5373.0	0
scf7180000027746	3353	0.3987	0	26.887	Ascomycota	6192.0	0
scf7180000027747	2947	0.3804	0	29.736	Ascomycota	5443.0	0
scf7180000027748	18758	0.3936	100	29.76	Ascomycota	21455.0	0
scf7180000027749	4412	0.3827	20	32.534	Ascomycota	5291.0	0
scf7180000027750	6010	0.3881	20	24.954	Ascomycota	6239.0	0
scf7180000027751	5900	0.3838	20	29.474	Ascomycota	5744.0	0
scf7180000027752	2967	0.3846	0	31.903	Ascomycota	5469.0	0
scf7180000027753	3795	0.4045	20	37.959	Ascomycota	6935.0	0
scf7180000027754	3871	0.3698	20	33.801	Ascomycota	4972.0	0
scf7180000027755	2371	0.461	0	37.45	Ascomycota	4379.0	0
scf7180000027756	6160	0.3779	20	28.874	Ascomycota	11213.0	0
scf7180000027757	6191	0.3725	60	29.165	Ascomycota	4671.0	0
scf7180000027758	3662	0.4281	20	41.222	Ascomycota	4505.0	0
scf7180000027759	2276	0.4244	0	39.211	Ascomycota	4193.0	0
scf7180000027760	14108	0.3904	100	28.575	Ascomycota	20748.0	0
scf7180000027761	2399	0.4318	0	37.799	Ascomycota	4425.0	0
scf7180000027762	2919	0.3772	0	29.414	Ascomycota	5385.0	0
scf7180000027763	3661	0.3669	20	32.175	Ascomycota	4737.0	0
scf7180000027764	5120	0.4144	40	28.09	Ascomycota	5637.0	0
scf7180000027765	9163	0.3966	80	38.741	Ascomycota	11725.0	0
scf7180000027766	2918	0.367	0	29.127	Ascomycota	5384.0	0
scf7180000027767	2885	0.3598	0	29.794	Ascomycota	5284.0	0
scf7180000027768	33000	0.385	300	29.431	Ascomycota	14120.0	0
scf7180000027769	2820	0.3897	0	34.274	Ascomycota	5197.0	0
scf7180000027770	18503	0.3843	100	37.412	Ascomycota	18631.0	0
scf7180000027771	4761	0.3835	20	33.798	Ascomycota	4926.0	0
scf7180000027772	14916	0.3786	160	27.684	Ascomycota	8540.0	0
scf7180000027773	2154	0.4573	0	45.116	Ascomycota	3973.0	0
scf7180000027774	12021	0.3817	80	33.897	Ascomycota	12615.0	0
scf7180000027775	15286	0.384	120	28.162	Ascomycota	11415.0	0
scf7180000027776	7735	0.3943	20	25.616	Ascomycota	14139.0	0
scf7180000027777	33306	0.3798	200	30.576	Ascomycota	18391.0	0
scf7180000027778	10614	0.3894	60	36.684	Ascomycota	6848.0	0
scf7180000027779	3001	0.3552	0	26.826	Ascomycota	5542.0	0
scf7180000027780	11656	0.3995	60	37.268	Ascomycota	11557.0	0
scf7180000027781	14963	0.3896	100	29.223	Ascomycota	10205.0	0
scf7180000027782	8087	0.4029	80	41.678	Ascomycota	10222.0	0
scf7180000027783	2640	0.4428	0	31.803	Ascomycota	4870.0	0
scf7180000027784	11066	0.3868	60	35.734	Ascomycota	11956.0	0
scf7180000027785	20542	0.3667	140	33.874	Ascomycota	8104.0	0
scf7180000027786	1915	0.4031	0	48.908	Ascomycota	3537.0	0
scf7180000027787	6275	0.3878	20	20.962	Ascomycota	6346.0	0
scf7180000027788	4344	0.4215	40	28.665	Ascomycota	4939.0	0
scf7180000027789	6366	0.3479	20	32.044	Ascomycota	6913.0	0
scf7180000027790	37529	0.3725	240	33.791	Ascomycota	19686.0	0
scf7180000027791	4336	0.434	20	30.541	Ascomycota	5145.0	0
scf7180000027792	6875	0.3865	60	29.393	Ascomycota	8414.0	0
scf7180000027793	2463	0.3821	0	32.251	Ascomycota	4543.0	0
scf7180000027794	4696	0.3872	40	29.197	Ascomycota	8468.0	0
scf7180000027795	12256	0.3799	80	32.051	Ascomycota	7348.0	0
scf7180000027796	13545	0.3817	40	31.12	Ascomycota	22653.0	0
scf7180000027797	3143	0.3888	0	24.498	Ascomycota	5794.0	0
scf7180000027798	8699	0.3805	40	32.226	Ascomycota	6601.0	0
scf7180000027799	2702	0.4075	0	32.957	Ascomycota	2767.0	0
scf7180000027800	4876	0.3784	40	31.406	Ascomycota	4813.0	0
scf7180000027801	9231	0.373	20	26.191	Ascomycota	12139.0	0
scf7180000027802	2237	0.3911	0	38.944	Ascomycota	4132.0	0
scf7180000027803	2792	0.3716	20	27.049	Ascomycota	2909.0	0
scf7180000027804	25193	0.3877	140	40.167	Ascomycota	29396.0	0
scf7180000027805	2625	0.3962	0	29.474	Ascomycota	4848.0	0
scf7180000027806	5476	0.3843	40	41.333	Ascomycota	4418.0	0
scf7180000027807	3218	0.3853	0	24.612	Ascomycota	5936.0	0
scf7180000027808	4322	0.401	20	34.842	Ascomycota	4041.0	0
scf7180000027809	2215	0.3932	0	33.716	Ascomycota	4091.0	0
scf7180000027810	4374	0.3771	20	28.736	Ascomycota	4879.0	0
scf7180000027811	3118	0.4112	0	27.496	Ascomycota	5747.0	0
scf7180000027812	3702	0.4055	20	35.919	Ascomycota	6726.0	0
scf7180000027813	3238	0.3907	0	23.271	Ascomycota	5936.0	0
scf7180000027814	7007	0.3649	40	26.902	Ascomycota	5539.0	0
scf7180000027815	5399	0.3708	40	29.968	Ascomycota	5393.0	0
scf7180000027816	11754	0.3633	40	43.287	Ascomycota	14094.0	0
scf7180000027817	13924	0.3634	140	33.693	Ascomycota	8639.0	0
scf7180000027818	3383	0.4059	20	39.899	Ascomycota	6148.0	0
scf7180000027819	9744	0.37	40	29.503	Ascomycota	17806.0	0
scf7180000027820	2359	0.3858	0	34.401	Ascomycota	4346.0	0
scf7180000027821	3579	0.4726	20	32.554	Ascomycota	6493.0	0
scf7180000027822	4099	0.3744	20	27.997	Ascomycota	7474.0	0
scf7180000027823	4496	0.3648	20	28.897	Ascomycota	5036.0	0
scf7180000027824	3186	0.3917	0	25.242	Ascomycota	5867.0	0
scf7180000027825	7934	0.3783	20	24.761	Ascomycota	14478.0	0
scf7180000027826	5222	0.3916	20	30.588	Ascomycota	5334.0	0
scf7180000027827	2620	0.3824	0	30.193	Ascomycota	4839.0	0
scf7180000027828	2805	0.3697	0	28.126	Ascomycota	5180.0	0
scf7180000027829	2787	0.3703	0	27.26	Ascomycota	5147.0	0
scf7180000027830	8041	0.4159	60	25.713	Ascomycota	5001.0	0
scf7180000027831	9920	0.3964	80	33.327	Ascomycota	7426.0	0
scf7180000027832	2024	0.4555	0	41.692	Ascomycota	3733.0	0
scf7180000027833	6554	0.3903	20	29.57	Ascomycota	6806.0	0
scf7180000027834	24368	0.367	140	26.662	Ascomycota	13610.0	0
scf7180000027835	4546	0.3511	20	34.611	Ascomycota	8080.0	0
scf7180000027836	9218	0.3782	40	26.952	Ascomycota	8985.0	0
scf7180000027837	9919	0.3741	40	39.168	Ascomycota	11374.0	0
scf7180000027838	2873	0.3686	0	27.036	Ascomycota	5295.0	0
scf7180000027839	2357	0.4374	0	34.888	Ascomycota	4353.0	0
scf7180000027840	2481	0.3603	0	31.123	Ascomycota	4577.0	0
scf7180000027841	19605	0.3785	120	33.643	Ascomycota	14469.0	0
scf7180000027842	17172	0.3973	120	29.904	Ascomycota	8604.0	0
scf7180000027843	5337	0.3647	20	23.953	Ascomycota	5472.0	0
scf7180000027844	15277	0.3888	60	30.575	Ascomycota	20149.0	0
scf7180000027845	15968	0.3764	140	29.937	Ascomycota	16111.0	0
scf7180000027846	20447	0.3854	80	29.961	Ascomycota	18801.0	0
scf7180000027847	10976	0.4213	80	30.274	Ascomycota	6940.0	0
scf7180000027848	10181	0.3842	60	33.098	Ascomycota	7321.0	0
scf7180000027849	14888	0.3662	60	31.116	Ascomycota	15690.0	0
scf7180000027850	2641	0.3802	0	30.038	Ascomycota	4878.0	0
scf7180000027851	13690	0.3935	80	34.05	Ascomycota	14493.0	0
scf7180000027852	1901	0.4019	0	56.313	Ascomycota	3511.0	0
scf7180000027853	9259	0.4019	120	38.49	Ascomycota	3818.0	0
scf7180000027854	2767	0.3404	0	25.324	Ascomycota	5086.0	0
scf7180000027855	5991	0.3929	60	36.048	Ascomycota	10770.0	0
scf7180000027856	11252	0.3897	100	27.034	Ascomycota	12052.0	0
scf7180000027857	2243	0.391	0	33.254	Ascomycota	4143.0	0
scf7180000027858	6055	0.3574	40	29.047	Ascomycota	10968.0	0
scf7180000027859	4692	0.3448	20	27.736	Ascomycota	8514.0	0
scf7180000027860	4352	0.4003	20	28.391	Ascomycota	4481.0	0
scf7180000027861	2758	0.3666	0	36.93	Ascomycota	5077.0	0
scf7180000027862	4310	0.3599	20	28.827	Ascomycota	4457.0	0
scf7180000027863	14062	0.3709	100	34.925	Ascomycota	11688.0	0
scf7180000027864	2197	0.4215	0	34.966	Ascomycota	4058.0	0
scf7180000027865	2152	0.3713	0	34.309	Ascomycota	3949.0	0
scf7180000027866	2706	0.3943	0	25.979	Ascomycota	4998.0	0
scf7180000027867	8731	0.3661	20	29.714	Ascomycota	15994.0	0
scf7180000027868	2314	0.3686	0	31.982	Ascomycota	4268.0	0
scf7180000027869	7331	0.3485	60	28.185	Ascomycota	5354.0	0
scf7180000027870	7575	0.3809	80	30.918	Ascomycota	6187.0	0
scf7180000027871	2235	0.3477	0	34.247	Ascomycota	4111.0	0
scf7180000027872	2463	0.4206	0	29.504	Ascomycota	4549.0	0
scf7180000027873	7977	0.3719	20	29.52	Ascomycota	9579.0	0
scf7180000027874	2886	0.368	0	25.82	Ascomycota	5323.0	0
scf7180000027875	3901	0.3968	20	29.712	Ascomycota	4263.0	0
scf7180000027876	2636	0.4294	0	27.976	Ascomycota	4846.0	0
scf7180000027877	2689	0.3987	0	27.434	Ascomycota	4961.0	0
scf7180000027878	2717	0.3592	0	26.572	Ascomycota	5012.0	0
scf7180000027879	9410	0.3937	40	40.204	Ascomycota	12035.0	0
scf7180000027880	9149	0.3785	80	30.21	Ascomycota	6026.0	0
scf7180000027881	36826	0.378	220	39.574	Ascomycota	25314.0	0
scf7180000027882	4705	0.3663	40	25.797	Ascomycota	4626.0	0
scf7180000027883	2857	0.4008	0	26.044	Ascomycota	5238.0	0
scf7180000027884	2437	0.4489	0	28.709	Ascomycota	4490.0	0
scf7180000027885	2300	0.3578	0	30.27	Ascomycota	4220.0	0
scf7180000027886	22914	0.3837	220	32.909	Ascomycota	10207.0	0
scf7180000027887	19296	0.391	200	28.582	Ascomycota	5758.0	0
scf7180000027888	7069	0.3871	60	29.502	Ascomycota	5718.0	0
scf7180000027889	2670	0.3491	0	25.18	Ascomycota	4926.0	0
scf7180000027890	5181	0.3738	20	21.346	Ascomycota	5446.0	0
scf7180000027891	8185	0.3715	40	40.173	Ascomycota	11132.0	0
scf7180000027892	4189	0.3874	20	22.294	Ascomycota	5441.0	0
scf7180000027893	3585	0.4199	53	27.046	Ascomycota	4508.0	0
scf7180000027894	3841	0.3562	20	33.426	Ascomycota	4329.0	0
scf7180000027895	2672	0.3802	0	26.956	Ascomycota	4935.0	0
scf7180000027896	2826	0.4045	0	26.964	Ascomycota	5195.0	0
scf7180000027897	4427	0.4121	20	37.709	Ascomycota	5151.0	0
scf7180000027898	2704	0.399	0	26.088	Ascomycota	4988.0	0
scf7180000027899	1971	0.4089	0	37.859	Ascomycota	3640.0	0
scf7180000027900	4546	0.3707	20	28.211	Ascomycota	4322.0	0
scf7180000027901	2696	0.3761	0	28.092	Ascomycota	4963.0	0
scf7180000027902	20311	0.3845	100	33.747	Ascomycota	20124.0	0
scf7180000027903	2309	0.3712	0	28.058	Ascomycota	4265.0	0
scf7180000027904	4871	0.3966	20	32.965	Ascomycota	5334.0	0
scf7180000027905	1054	0.4203	0	74.815	Ascomycota	1941.0	0
scf7180000027906	5897	0.411	60	35.501	Ascomycota	5915.0	0
scf7180000027907	1878	0.4089	0	41.95	Ascomycota	3469.0	0
scf7180000027908	2440	0.393	0	28.909	Ascomycota	4506.0	0
scf7180000027909	7114	0.3726	20	24.527	Ascomycota	13044.0	0
scf7180000027910	1894	0.3754	0	33.892	Ascomycota	3498.0	0
scf7180000027911	3584	0.3563	20	26.058	Ascomycota	3615.0	0
scf7180000027912	22006	0.3782	120	29.589	Ascomycota	19387.0	0
scf7180000027913	7142	0.3859	60	35.501	Ascomycota	5491.0	0
scf7180000027914	26835	0.3812	100	27.602	Ascomycota	17198.0	0
scf7180000027915	1767	0.412	0	46.416	Ascomycota	3264.0	0
scf7180000027916	2332	0.3714	0	29.704	Ascomycota	4301.0	0
scf7180000027917	9180	0.3817	40	30.252	Ascomycota	14046.0	0
scf7180000027918	4900	0.3941	20	27.006	Ascomycota	4708.0	0
scf7180000027919	2313	0.393	0	31.16	Ascomycota	4272.0	0
scf7180000027920	9395	0.3728	80	28.714	Ascomycota	7989.0	0
scf7180000027921	18037	0.3856	100	31.271	Ascomycota	9444.0	0
scf7180000027922	4307	0.3923	40	31.059	Ascomycota	3980.0	0
scf7180000027923	2776	0.33	0	25.486	Ascomycota	5127.0	0
scf7180000027924	14147	0.3864	140	28.226	Ascomycota	5770.0	0
scf7180000027925	2248	0.3501	0	30.291	Ascomycota	4152.0	0
scf7180000027926	8595	0.4018	60	30.585	Ascomycota	5236.0	0
scf7180000027927	2346	0.4079	0	30.801	Ascomycota	4300.0	0
scf7180000027928	2301	0.3585	0	30.571	Ascomycota	4250.0	0
scf7180000027929	11292	0.3709	40	27.182	Ascomycota	20618.0	0
scf7180000027930	13354	0.3929	40	28.47	Ascomycota	20207.0	0
scf7180000027931	2356	0.3867	0	30.182	Ascomycota	4340.0	0
scf7180000027932	2137	0.3889	0	29.835	Ascomycota	3930.0	0
scf7180000027933	12116	0.3687	40	32.842	Ascomycota	22190.0	0
scf7180000027934	8384	0.404	60	30.851	Ascomycota	4704.0	0
scf7180000027935	2181	0.3984	0	30.809	Ascomycota	4017.0	0
scf7180000027936	17300	0.384	160	27.2	Ascomycota	11675.0	0
scf7180000027937	12125	0.3907	160	25.869	Ascomycota	7559.0	0
scf7180000027938	6357	0.3603	40	30.544	Ascomycota	6859.0	0
scf7180000027939	2375	0.4008	0	27.939	Ascomycota	4386.0	0
scf7180000027940	7528	0.416	80	29.256	Ascomycota	4806.0	0
scf7180000027941	2500	0.3668	0	27.603	Ascomycota	4601.0	0
scf7180000027942	26770	0.3781	140	39.016	Ascomycota	27082.0	0
scf7180000027943	1973	0.3867	0	33.08	Ascomycota	3627.0	0
scf7180000027944	11372	0.3777	60	26.648	Ascomycota	11066.0	0
scf7180000027945	2573	0.3719	0	26.81	Ascomycota	4752.0	0
scf7180000027946	2435	0.3639	0	25.713	Ascomycota	4486.0	0
scf7180000027947	15975	0.3725	100	33.714	Ascomycota	12504.0	0
scf7180000027948	9013	0.3786	60	26.397	Ascomycota	11817.0	0
scf7180000027949	35498	0.3858	240	34.892	Ascomycota	20192.0	0
scf7180000027950	2293	0.3995	0	28.22	Ascomycota	4224.0	0
scf7180000027951	19570	0.402	160	31.571	Ascomycota	7781.0	0
scf7180000027952	8179	0.3656	60	24.615	Ascomycota	4433.0	0
scf7180000027953	3918	0.3612	20	28.988	Ascomycota	4495.0	0
scf7180000027954	3285	0.4181	20	28.542	Ascomycota	5960.0	0
scf7180000027955	14196	0.3877	80	31.829	Ascomycota	19673.0	0
scf7180000027956	25697	0.3886	240	38.368	Ascomycota	25556.0	0
scf7180000027957	2664	0.345	0	23.422	Ascomycota	4920.0	0
scf7180000027958	28304	0.3861	240	31.388	Ascomycota	23326.0	0
scf7180000027959	4515	0.4145	20	25.311	Ascomycota	4178.0	0
scf7180000027960	3398	0.3917	20	30.848	Ascomycota	3842.0	0
scf7180000027961	12743	0.3726	100	30.72	Ascomycota	9542.0	0
scf7180000027962	5349	0.4253	40	30.49	Ascomycota	3943.0	0
scf7180000027963	2169	0.4163	0	27.98	Ascomycota	4000.0	0
scf7180000027964	5859	0.3769	20	40.226	Ascomycota	10663.0	0
scf7180000027965	10669	0.3757	60	28.944	Ascomycota	10988.0	0
scf7180000027966	4398	0.3809	40	29.025	Ascomycota	7919.0	0
scf7180000027967	4300	0.3907	20	27.03	Ascomycota	7790.0	0
scf7180000027968	19333	0.383	140	35.627	Ascomycota	18633.0	0
scf7180000027969	4769	0.383	20	27.211	Ascomycota	8702.0	0
scf7180000027970	21172	0.3968	120	27.278	Ascomycota	22166.0	0
scf7180000027971	1754	0.4059	0	37.453	Ascomycota	3240.0	0
scf7180000027972	2046	0.4013	0	30.669	Ascomycota	3751.0	0
scf7180000027973	4924	0.3894	40	35.905	Ascomycota	4477.0	0
scf7180000027974	8123	0.3707	60	32.985	Ascomycota	6881.0	0
scf7180000027975	2521	0.4169	0	26.545	Ascomycota	4656.0	0
scf7180000027976	8538	0.3814	40	28.422	Ascomycota	13252.0	0
scf7180000027977	1899	0.3834	0	33.001	Ascomycota	3502.0	0
scf7180000027978	2351	0.3807	0	27.921	Ascomycota	3736.0	0
scf7180000027979	5537	0.3808	20	26.71	Ascomycota	6039.0	0
scf7180000027980	12587	0.3734	80	27.643	Ascomycota	9683.0	0
scf7180000027981	9698	0.3921	40	27.023	Ascomycota	10283.0	0
scf7180000027982	9214	0.368	80	27.328	Ascomycota	7190.0	0
scf7180000027983	2095	0.3909	0	29.704	Ascomycota	3869.0	0
scf7180000027984	1974	0.4144	0	31.135	Ascomycota	3607.0	0
scf7180000027985	1732	0.3637	0	42.937	Ascomycota	3193.0	0
scf7180000027986	2466	0.3398	0	24.973	Ascomycota	4554.0	0
scf7180000027987	2079	0.4079	0	28.014	Ascomycota	3840.0	0
scf7180000027988	14672	0.3738	20	34.549	Ascomycota	22980.0	0
scf7180000027989	9409	0.3881	60	31.572	Ascomycota	8458.0	0
scf7180000027990	5536	0.4301	60	25.988	Ascomycota	6894.0	0
scf7180000027991	2552	0.4424	0	23.878	Ascomycota	4702.0	0
scf7180000027992	10713	0.3975	80	32.393	Ascomycota	8419.0	0
scf7180000027993	4384	0.3714	20	26.107	Ascomycota	4109.0	0
scf7180000027994	4036	0.3831	40	29.044	Ascomycota	3458.0	0
scf7180000027995	2519	0.4129	0	22.114	Ascomycota	4652.0	0
scf7180000027996	2145	0.3566	0	27.335	Ascomycota	3962.0	0
scf7180000027997	3484	0.4287	20	27.263	Ascomycota	4519.0	0
scf7180000027998	2189	0.3883	0	26.988	Ascomycota	4043.0	0
scf7180000027999	12402	0.3839	140	30.037	Ascomycota	6215.0	0
scf7180000028000	4942	0.4365	60	30.774	Ascomycota	3559.0	0
scf7180000028001	2138	0.413	0	25.524	Ascomycota	3949.0	0
scf7180000028002	2354	0.3297	0	23.777	Ascomycota	4348.0	0
scf7180000028003	27290	0.3817	200	35.662	Ascomycota	15522.0	0
scf7180000028004	10842	0.3763	100	29.212	Ascomycota	8661.0	0
scf7180000028005	3218	0.3993	20	32.854	Ascomycota	3653.0	0
scf7180000028006	2008	0.4004	0	28.591	Ascomycota	3709.0	0
scf7180000028007	19714	0.3795	140	36.771	Ascomycota	8118.0	0
scf7180000028008	3755	0.3537	20	23.54	Ascomycota	4421.0	0
scf7180000028009	7609	0.4096	80	40.083	Ascomycota	7563.0	0
scf7180000028010	2494	0.4062	0	23.63	Ascomycota	4606.0	0
scf7180000028011	1929	0.3598	0	30.05	Ascomycota	3557.0	0
scf7180000028012	16539	0.3794	40	34.493	Ascomycota	15488.0	0
scf7180000028013	2090	0.4249	0	29.285	Ascomycota	3853.0	0
scf7180000028014	1671	0.383	0	35.669	Ascomycota	3086.0	0
scf7180000028015	1834	0.38	0	33.043	Ascomycota	3382.0	0
scf7180000028016	2153	0.4529	0	28.383	Ascomycota	3965.0	0
scf7180000028017	3139	0.3944	20	29.65	Ascomycota	3725.0	0
scf7180000028018	10717	0.3696	120	27.911	Ascomycota	6844.0	0
scf7180000028019	14332	0.3854	60	29.396	Ascomycota	22506.0	0
scf7180000028020	2133	0.4055	0	29.803	Ascomycota	3934.0	0
scf7180000028021	6285	0.3781	20	26.788	Ascomycota	11489.0	0
scf7180000028022	7004	0.3837	40	27.734	Ascomycota	5201.0	0
scf7180000028023	35429	0.3779	400	30.891	Ascomycota	9997.0	0
scf7180000028024	6880	0.4113	60	30.244	Ascomycota	6207.0	0
scf7180000028025	3825	0.3641	40	29.464	Ascomycota	3642.0	0
scf7180000028026	7039	0.3953	60	30.124	Ascomycota	3967.0	0
scf7180000028027	1689	0.3641	0	39.186	Ascomycota	3120.0	0
scf7180000028028	10452	0.376	40	25.66	Ascomycota	19041.0	0
scf7180000028029	14181	0.3875	60	30.492	Ascomycota	15594.0	0
scf7180000028030	5052	0.3787	40	38.736	Ascomycota	5241.0	0
scf7180000028031	11145	0.3585	100	24.42	Ascomycota	8227.0	0
scf7180000028032	4970	0.3584	40	38.928	Ascomycota	5984.0	0
scf7180000028033	5690	0.375	60	24.061	Ascomycota	4691.0	0
scf7180000028034	1760	0.3239	0	34.036	Ascomycota	3251.0	0
scf7180000028035	15411	0.3794	140	33.317	Ascomycota	11686.0	0
scf7180000028036	15220	0.3823	160	36.27	Ascomycota	8879.0	0
scf7180000028037	3328	0.3522	20	31.781	Ascomycota	6030.0	0
scf7180000028038	4340	0.3884	40	28.208	Ascomycota	5570.0	0
scf7180000028039	1970	0.3873	0	30.016	Ascomycota	3639.0	0
scf7180000028040	6008	0.393	20	29.838	Ascomycota	10968.0	0
scf7180000028041	1820	0.3775	0	30.787	Ascomycota	3362.0	0
scf7180000028042	6658	0.3909	20	27.115	Ascomycota	12211.0	0
scf7180000028043	1545	0.3741	0	34.211	Ascomycota	2854.0	0
scf7180000028044	4030	0.3474	20	31.5	Ascomycota	3888.0	0
scf7180000028045	1647	0.456	0	32.915	Ascomycota	3042.0	0
scf7180000028046	2017	0.3694	0	27.266	Ascomycota	3709.0	0
scf7180000028047	17394	0.384	160	24.972	Ascomycota	15307.0	0
scf7180000028048	1825	0.3726	0	29.142	Ascomycota	3371.0	0
scf7180000028049	6588	0.3761	20	29.177	Ascomycota	8521.0	0
scf7180000028050	8680	0.3635	60	25.031	Ascomycota	5075.0	0
scf7180000028051	13107	0.3766	60	36.415	Ascomycota	16696.0	0
scf7180000028052	16918	0.3759	160	36.545	Ascomycota	13134.0	0
scf7180000028053	4343	0.374	20	28.076	Ascomycota	4484.0	0
scf7180000028054	4359	0.4038	20	50.496	Ascomycota	5048.0	0
scf7180000028055	2226	0.3751	0	25.245	Ascomycota	4106.0	0
scf7180000028056	2913	0.3951	20	36.075	Ascomycota	5288.0	0
scf7180000028057	3553	0.4308	20	32.877	Ascomycota	6440.0	0
scf7180000028058	7476	0.3807	100	29.467	Ascomycota	5339.0	0
scf7180000028059	39433	0.3757	240	27.042	Ascomycota	23200.0	0
scf7180000028060	1657	0.484	0	35.527	Ascomycota	3055.0	0
scf7180000028061	1974	0.3825	0	29.79	Ascomycota	3607.0	0
scf7180000028062	2042	0.3996	0	28.058	Ascomycota	3771.0	0
scf7180000028063	18116	0.3875	140	27.795	Ascomycota	13919.0	0
scf7180000028064	6156	0.398	60	33.672	Ascomycota	11099.0	0
scf7180000028065	14828	0.3855	120	25.682	Ascomycota	10098.0	0
scf7180000028066	1913	0.367	0	28.732	Ascomycota	3533.0	0
scf7180000028067	1622	0.426	0	31.954	Ascomycota	2996.0	0
scf7180000028068	1845	0.3843	0	30.571	Ascomycota	3408.0	0
scf7180000028069	26100	0.3721	220	31.378	Ascomycota	12105.0	0
scf7180000028070	1652	0.3789	0	35.807	Ascomycota	3051.0	0
scf7180000028071	2259	0.3918	0	33.677	Ascomycota	4172.0	0
scf7180000028072	25007	0.3929	300	30.259	Ascomycota	8992.0	0
scf7180000028073	3016	0.4152	20	29.209	Ascomycota	5478.0	0
scf7180000028074	18543	0.4098	120	35.588	Ascomycota	18846.0	0
scf7180000028075	1537	0.3572	0	38.939	Ascomycota	2839.0	0
scf7180000028076	2078	0.3898	0	24.596	Ascomycota	3832.0	0
scf7180000028077	2029	0.3756	0	28.165	Ascomycota	3742.0	0
scf7180000028078	7144	0.4009	80	37.524	Ascomycota	3836.0	0
scf7180000028079	6249	0.3698	40	27.884	Ascomycota	8408.0	0
scf7180000028080	2139	0.3843	0	22.131	Ascomycota	3945.0	0
scf7180000028081	3255	0.4056	20	28.908	Ascomycota	3201.0	0
scf7180000028082	25890	0.401	160	39.731	Ascomycota	14844.0	0
scf7180000028083	1479	0.4949	0	42.336	Ascomycota	2732.0	0
scf7180000028084	2861	0.3833	20	31.288	Ascomycota	5193.0	0
scf7180000028085	1930	0.3912	0	26.45	Ascomycota	3565.0	0
scf7180000028086	4277	0.3892	20	28.182	Ascomycota	4333.0	0
scf7180000028087	6828	0.3997	40	28.232	Ascomycota	7081.0	0
scf7180000028088	6072	0.3599	60	27.993	Ascomycota	6095.0	0
scf7180000028089	10833	0.3795	120	22.865	Ascomycota	12774.0	0
scf7180000028090	1415	0.5336	0	47.7	Ascomycota	2614.0	0
scf7180000028091	2166	0.41	0	25.005	Ascomycota	3995.0	0
scf7180000028092	3466	0.3761	20	25.963	Ascomycota	6272.0	0
scf7180000028093	8354	0.3799	100	30.129	Ascomycota	3173.0	0
scf7180000028094	10545	0.3739	80	28.848	Ascomycota	5840.0	0
scf7180000028095	1723	0.4527	0	27.616	Ascomycota	3175.0	0
scf7180000028096	1811	0.4119	0	28.211	Ascomycota	3339.0	0
scf7180000028097	14776	0.386	140	34.929	Ascomycota	9439.0	0
scf7180000028098	5610	0.398	60	35.34	Ascomycota	6460.0	0
scf7180000028099	8360	0.361	60	41.686	Ascomycota	9047.0	0
scf7180000028100	3692	0.3388	20	24.112	Ascomycota	6698.0	0
scf7180000028101	1759	0.3786	0	29.563	Ascomycota	3249.0	0
scf7180000028102	2203	0.4117	0	21.551	Ascomycota	4069.0	0
scf7180000028103	1643	0.3749	0	31.598	Ascomycota	3027.0	0
scf7180000028104	25174	0.3722	180	43.611	Ascomycota	27828.0	0
scf7180000028105	11349	0.369	100	26.936	Ascomycota	7387.0	0
scf7180000028106	6839	0.397	80	28.298	Ascomycota	6270.0	0
scf7180000028107	1632	0.4136	0	33.627	Ascomycota	3014.0	0
scf7180000028108	1973	0.3837	0	24.945	Ascomycota	3644.0	0
scf7180000028109	6444	0.4128	60	30.285	Ascomycota	5066.0	0
scf7180000028110	1561	0.4087	0	31.857	Ascomycota	2883.0	0
scf7180000028111	1775	0.4	0	30.703	Ascomycota	3278.0	0
scf7180000028112	3551	0.4027	40	26.567	Ascomycota	3088.0	0
scf7180000028113	11434	0.3982	80	31.444	Ascomycota	5991.0	0
scf7180000028114	69489	0.3832	620	35.028	Ascomycota	17291.0	0
