## blobtools v1.0
## assembly	: /home/amir/gasp/platanus_assemblies/Sefale_22_gapClosed.fa
## coverage	: bam0 - /home/amir/gasp/mapping/Sefale_platanus_22.bam
## taxonomy	: tax0 - /home/amir/gasp/blast/Sefale_platanus_22.txt
## nodesDB	: /home/amir/gasp/blobtools/data/nodesDB.txt
## taxrule	: bestsum
## min_score	: 0.0
## min_diff	: 0.0
## tax_collision_random	: False
##
# name	length	GC	N	bam0	phylum.t.6	phylum.s.7	phylum.c.8
scaffold1806_cov40	5235	0.3872	0	37.821	Ascomycota	9607.0	0
scaffold1807_cov36	1997	0.4009	141	36.179	Ascomycota	1375.0	0
scaffold1808_cov63	110	0.3364	0	64.236	Ascomycota	204.0	0
scaffold1809_cov83	197	0.335	0	79.954	Ascomycota	364.0	0
scaffold1810_cov45	3027	0.3516	123	45.488	Ascomycota	2102.0	0
scaffold1811_cov10	119	0.4622	0	6.076	Ascomycota	220.0	0
scaffold1812_cov46	1223	0.417	0	44.316	Ascomycota	2226.0	0
scaffold1813_cov52	557	0.3806	0	47.106	Ascomycota	1029.0	0
scaffold1814_cov40	2198	0.3462	0	37.064	Ascomycota	4048.0	0
scaffold1815_cov46	250	0.32	0	43.808	Ascomycota	462.0	0
scaffold1816_cov14	142	0.4296	0	8.944	Ascomycota	263.0	0
scaffold1817_cov42	2954	0.3883	0	41.381	Ascomycota	5391.0	0
scaffold1818_cov22	131	0.3969	0	15.908	Ascomycota	243.0	0
scaffold1819_cov36	1319	0.3942	0	34.941	Ascomycota	2436.0	0
scaffold1820_cov54	103	0.3398	0	45.262	Ascomycota	191.0	0
scaffold1821_cov54	507	0.3393	0	47.424	Ascomycota	937.0	0
scaffold1822_cov49	2243	0.3761	76	46.795	Ascomycota	2651.0	0
scaffold1823_cov32	411	0.3479	0	30.404	Ascomycota	760.0	0
scaffold1824_cov42	1457	0.3782	0	42.313	Ascomycota	2656.0	0
scaffold1825_cov18	224	0.3438	0	17.938	Ascomycota	414.0	0
scaffold1826_cov22	106	0.3396	0	16.311	Ascomycota	191.0	0
scaffold1827_cov36	229	0.4105	0	32.83	Ascomycota	424.0	0
scaffold1828_cov40	541	0.3549	0	36.481	Ascomycota	994.0	0
scaffold1829_cov46	779	0.3736	0	43.472	Ascomycota	1439.0	0
scaffold1830_cov52	2157	0.4344	0	52.86	Ascomycota	3973.0	0
scaffold1831_cov22	590	0.3271	0	28.092	Ascomycota	1079.0	0
scaffold1832_cov48	470	0.3766	0	44.372	Ascomycota	869.0	0
scaffold1833_cov91	103	0.3592	0	131.0	Ascomycota	191.0	0
scaffold1834_cov50	570	0.3789	0	45.33	Ascomycota	1053.0	0
scaffold1835_cov50	4107	0.4074	0	49.102	Ascomycota	7564.0	0
scaffold1836_cov12	116	0.5259	0	47.526	Ascomycota	215.0	0
scaffold1837_cov42	635	0.3953	0	41.562	Ascomycota	1173.0	0
scaffold1838_cov65	651	0.4255	0	91.644	Ascomycota	1175.0	0
scaffold1839_cov54	214	0.4393	0	132.22	Ascomycota	396.0	0
scaffold1840_cov18	114	0.2895	0	44.763	Ascomycota	167.0	0
scaffold1841_cov12	108	0.3519	0	43.333	Ascomycota	200.0	0
scaffold1842_cov50	3303	0.3945	0	49.626	Ascomycota	6100.0	0
scaffold1843_cov50	1191	0.3869	64	47.438	Ascomycota	1611.0	0
scaffold1844_cov55	1757	0.3944	0	60.661	Ascomycota	3245.0	0
scaffold1845_cov59	190	0.4895	0	55.4	Ascomycota	351.0	0
scaffold1846_cov54	4383	0.3922	0	50.88	Ascomycota	8034.0	0
scaffold1847_cov36	759	0.3676	0	38.233	Ascomycota	1391.0	0
scaffold1848_cov18	171	0.3684	0	31.146	Ascomycota	311.0	0
scaffold1849_cov48	738	0.3198	0	47.037	Ascomycota	1363.0	0
scaffold1850_cov50	3519	0.3691	0	49.224	Ascomycota	6488.0	0
scaffold1851_cov8	131	0.3664	0	15.076	Ascomycota	163.0	0
scaffold1852_cov36	501	0.3593	0	35.204	Ascomycota	926.0	0
scaffold1853_cov38	235	0.4596	0	35.438	Ascomycota	435.0	0
scaffold1854_cov46	1602	0.3745	0	45.081	Ascomycota	2953.0	0
scaffold1855_cov55	1296	0.4097	0	54.849	Ascomycota	2388.0	0
scaffold1856_cov50	1401	0.3662	0	46.612	Ascomycota	2582.0	0
scaffold1857_cov8	120	0.3917	0	5.75	Ascomycota	222.0	0
scaffold1858_cov42	1394	0.3852	0	38.025	Ascomycota	2558.0	0
scaffold1859_cov48	2179	0.3791	0	45.453	Ascomycota	4019.0	0
scaffold1860_cov59	690	0.4203	0	56.896	Ascomycota	1269.0	0
scaffold1861_cov10	100	0.51	0	30.91	Ascomycota	178.0	0
scaffold1862_cov48	3436	0.4194	0	45.294	Ascomycota	6318.0	0
scaffold1863_cov30	221	0.3303	0	27.027	Ascomycota	398.0	0
scaffold1864_cov38	2580	0.3624	0	36.235	Ascomycota	4737.0	0
scaffold1865_cov52	176	0.4432	0	47.631	Ascomycota	326.0	0
scaffold1866_cov57	3989	0.3958	0	58.393	Ascomycota	7345.0	0
scaffold1867_cov6	130	0.4538	0	3.446	Ascomycota	241.0	0
scaffold1868_cov52	1084	0.3801	0	46.781	Ascomycota	1989.0	0
scaffold1869_cov6	115	0.313	0	20.835	Ascomycota	202.0	0
scaffold1870_cov48	343	0.2945	0	45.971	Ascomycota	634.0	0
scaffold1871_cov50	1046	0.3872	0	46.665	Ascomycota	1916.0	0
scaffold1872_cov12	124	0.379	0	28.29	Ascomycota	230.0	0
scaffold1873_cov57	776	0.4008	0	52.948	Ascomycota	1434.0	0
scaffold1874_cov55	863	0.591	0	53.707	Ascomycota	1589.0	0
scaffold1875_cov58	2573	0.4256	0	57.378	Ascomycota	4724.0	0
scaffold1876_cov36	622	0.381	0	36.797	Ascomycota	1144.0	0
scaffold1877_cov48	1032	0.3963	0	45.088	Ascomycota	1890.0	0
scaffold1878_cov52	2439	0.3945	56	51.906	Ascomycota	2477.0	0
scaffold1879_cov99	142	0.4437	0	98.387	Ascomycota	263.0	0
scaffold1880_cov59	313	0.4569	0	58.911	Ascomycota	579.0	0
scaffold1881_cov44	339	0.4071	0	40.372	Ascomycota	627.0	0
scaffold1882_cov48	2602	0.3905	0	45.952	Ascomycota	4800.0	0
scaffold1883_cov48	538	0.4963	0	46.771	Ascomycota	994.0	0
scaffold1884_cov39	3836	0.3764	87	38.253	Ascomycota	5832.0	0
scaffold1885_cov55	338	0.3669	0	48.225	Ascomycota	625.0	0
scaffold1886_cov59	2994	0.4405	0	60.23	Ascomycota	5480.0	0
scaffold1887_cov36	2434	0.3607	0	35.634	Ascomycota	4479.0	0
scaffold1888_cov48	1028	0.3521	0	44.866	Ascomycota	1884.0	0
scaffold1889_cov49	3254	0.3756	80	48.75	Ascomycota	3001.0	0
scaffold1890_cov54	150	0.32	0	51.64	Ascomycota	278.0	0
scaffold1891_cov61	177	0.3559	0	60.853	Ascomycota	327.0	0
scaffold1892_cov52	152	0.3092	0	44.105	Ascomycota	281.0	0
scaffold1893_cov48	246	0.3699	0	42.829	Ascomycota	455.0	0
scaffold1894_cov36	171	0.345	0	30.749	Ascomycota	316.0	0
scaffold1895_cov48	634	0.3524	58	48.762	Ascomycota	893.0	0
scaffold1896_cov43	2678	0.3794	79	42.715	Ascomycota	3160.0	0
scaffold1897_cov12	140	0.2714	0	15.564	Ascomycota	254.0	0
scaffold1898_cov57	196	0.352	0	52.939	Ascomycota	357.0	0
scaffold1899_cov38	373	0.4129	0	35.123	Ascomycota	689.0	0
scaffold1900_cov14	289	0.2526	0	15.443	Ascomycota	525.0	0
scaffold1901_cov42	629	0.3498	0	41.002	Ascomycota	1146.0	0
scaffold1902_cov44	503	0.3479	0	40.809	Ascomycota	929.0	0
scaffold1903_cov61	432	0.3472	0	58.863	Ascomycota	798.0	0
scaffold1904_cov48	568	0.4014	0	45.602	Ascomycota	1044.0	0
scaffold1905_cov34	1392	0.3707	0	32.543	Ascomycota	2566.0	0
scaffold1906_cov18	235	0.383	0	17.336	Ascomycota	435.0	0
scaffold1907_cov28	211	0.3791	0	23.81	Ascomycota	390.0	0
scaffold1908_cov10	129	0.3721	0	6.977	Ascomycota	239.0	0
scaffold1909_cov37	1915	0.3148	44	38.947	Ascomycota	2002.0	0
scaffold1910_cov26	255	0.3686	0	28.318	Ascomycota	466.0	0
scaffold1911_cov40	1850	0.3443	0	39.815	Ascomycota	3395.0	0
scaffold1912_cov56	2036	0.3919	0	54.621	Ascomycota	3760.0	0
scaffold1913_cov12	202	0.5	0	11.436	Ascomycota	259.0	0
scaffold1914_cov36	148	0.3311	0	31.709	Ascomycota	274.0	0
scaffold1915_cov41	881	0.3639	62	38.902	Ascomycota	1037.0	0
scaffold1916_cov18	105	0.4857	0	23.581	Ascomycota	195.0	0
scaffold1917_cov44	1862	0.3496	0	43.361	Ascomycota	3428.0	0
scaffold1918_cov26	101	0.3168	0	24.881	Ascomycota	187.0	0
scaffold1919_cov32	130	0.3385	0	28.654	Ascomycota	241.0	0
scaffold1920_cov38	1284	0.3785	0	34.646	Ascomycota	2372.0	0
scaffold1921_cov24	130	0.3462	0	20.662	Ascomycota	235.0	0
scaffold1922_cov12	107	0.3925	0	0.0	Ascomycota	198.0	0
scaffold1923_cov34	345	0.5043	0	32.333	Ascomycota	638.0	0
scaffold1924_cov24	365	0.2986	0	22.882	Ascomycota	669.0	0
scaffold1925_cov14	106	0.3491	0	14.0	Ascomycota	196.0	0
scaffold1926_cov54	1390	0.4151	0	54.294	Ascomycota	2567.0	0
scaffold1927_cov46	2213	0.4148	0	44.879	Ascomycota	4087.0	0
scaffold1928_cov44	2015	0.4243	0	44.241	Ascomycota	3716.0	0
scaffold1929_cov42	156	0.3526	0	13.808	Ascomycota	289.0	0
scaffold1930_cov49	11274	0.3878	204	47.355	Ascomycota	11640.0	0
scaffold1931_cov42	3218	0.3903	59	41.4	Ascomycota	3482.0	0
scaffold1932_cov38	145	0.4276	0	67.924	Ascomycota	268.0	0
scaffold1933_cov57	1453	0.4102	0	58.225	Ascomycota	2654.0	0
scaffold1934_cov54	2320	0.406	0	50.547	Ascomycota	4274.0	0
scaffold1935_cov42	953	0.3599	0	42.063	Ascomycota	1760.0	0
scaffold1936_cov48	2323	0.3959	166	43.678	Ascomycota	2401.0	0
scaffold1937_cov50	1092	0.3956	0	45.69	Ascomycota	2001.0	0
scaffold1938_cov14	170	0.4412	0	20.876	Ascomycota	315.0	0
scaffold1939_cov28	109	0.3211	0	22.477	Ascomycota	196.0	0
scaffold1940_cov12	109	0.3028	0	12.037	Ascomycota	202.0	0
scaffold1941_cov50	495	0.3475	0	45.382	Ascomycota	915.0	0
scaffold1942_cov42	2301	0.3768	0	42.826	Ascomycota	4228.0	0
scaffold1943_cov54	7211	0.4039	73	53.769	Ascomycota	11605.0	0
scaffold1944_cov40	1189	0.3667	0	39.402	Ascomycota	2196.0	0
scaffold1945_cov8	133	0.3534	0	8.947	Ascomycota	246.0	0
scaffold1946_cov10	114	0.3947	0	6.061	Ascomycota	200.0	0
scaffold1947_cov36	429	0.3636	0	34.583	Ascomycota	793.0	0
scaffold1948_cov49	2849	0.3704	149	47.391	Ascomycota	2719.0	0
scaffold1949_cov42	1931	0.3444	0	39.184	Ascomycota	3555.0	0
scaffold1950_cov44	4453	0.3928	0	44.166	Ascomycota	8152.0	0
scaffold1951_cov61	467	0.3576	0	58.863	Ascomycota	863.0	0
scaffold1952_cov12	160	0.3875	0	29.119	Ascomycota	296.0	0
scaffold1953_cov67	105	0.4	0	60.41	Ascomycota	189.0	0
scaffold1954_cov24	105	0.381	0	22.362	Ascomycota	195.0	0
scaffold1955_cov52	1776	0.3958	0	49.034	Ascomycota	3269.0	0
scaffold1956_cov44	219	0.2694	0	40.826	Ascomycota	399.0	0
scaffold1957_cov42	189	0.3228	0	36.005	Ascomycota	344.0	0
scaffold1958_cov12	297	0.2626	0	11.636	Ascomycota	544.0	0
scaffold1959_cov10	153	0.3399	0	8.405	Ascomycota	283.0	0
scaffold1960_cov24	395	0.3544	0	23.534	Ascomycota	715.0	0
scaffold1961_cov46	513	0.4172	0	43.836	Ascomycota	948.0	0
scaffold1962_cov52	1733	0.3889	0	49.061	Ascomycota	3195.0	0
scaffold1963_cov57	3397	0.3562	0	55.763	Ascomycota	6229.0	0
scaffold1964_cov22	224	0.375	0	25.263	Ascomycota	414.0	0
scaffold1965_cov26	289	0.346	0	22.623	Ascomycota	534.0	0
scaffold1966_cov46	137	0.438	0	48.336	Ascomycota	254.0	0
scaffold1967_cov8	107	0.3271	0	8.682	Ascomycota	185.0	0
scaffold1968_cov10	109	0.422	0	12.917	Ascomycota	202.0	0
scaffold1969_cov52	2559	0.4447	0	50.382	Ascomycota	4715.0	0
scaffold1970_cov49	2682	0.4071	56	48.879	Ascomycota	2534.0	0
scaffold1971_cov65	496	0.4798	0	69.929	Ascomycota	917.0	0
scaffold1972_cov50	1976	0.3861	0	48.878	Ascomycota	3620.0	0
scaffold1973_cov24	199	0.2764	0	35.482	Ascomycota	368.0	0
scaffold1974_cov36	255	0.3373	0	32.612	Ascomycota	472.0	0
scaffold1975_cov34	262	0.2901	0	33.034	Ascomycota	484.0	0
scaffold1976_cov42	202	0.396	0	37.886	Ascomycota	374.0	0
scaffold1977_cov32	926	0.3737	0	31.591	Ascomycota	1711.0	0
scaffold1978_cov55	3195	0.3815	0	53.641	Ascomycota	5895.0	0
scaffold1979_cov18	161	0.3789	0	29.627	Ascomycota	298.0	0
scaffold1980_cov38	181	0.3812	0	33.862	Ascomycota	335.0	0
scaffold1981_cov57	658	0.3465	0	50.175	Ascomycota	1210.0	0
scaffold1982_cov30	214	0.3224	0	32.706	Ascomycota	383.0	0
scaffold1983_cov6	106	0.2925	0	3.67	Ascomycota	196.0	0
scaffold1984_cov30	900	0.3155	79	29.25	Ascomycota	1075.0	0
scaffold1985_cov18	157	0.3694	0	14.51	Ascomycota	291.0	0
scaffold1986_cov18	372	0.3065	0	18.812	Ascomycota	682.0	0
scaffold1987_cov10	126	0.3413	0	41.373	Ascomycota	233.0	0
scaffold1988_cov45	10628	0.3636	284	44.974	Ascomycota	6030.0	0
scaffold1989_cov14	202	0.4257	0	58.881	Ascomycota	368.0	0
scaffold1990_cov52	951	0.3922	0	51.095	Ascomycota	1751.0	0
scaffold1991_cov10	203	0.3695	0	25.153	Ascomycota	375.0	0
scaffold1992_cov30	148	0.3716	0	16.77	Ascomycota	274.0	0
scaffold1993_cov48	190	0.3158	0	47.147	Ascomycota	346.0	0
scaffold1994_cov65	246	0.4146	0	59.146	Ascomycota	455.0	0
scaffold1995_cov46	3755	0.4046	144	47.468	Ascomycota	3847.0	0
scaffold1996_cov36	916	0.317	61	35.613	Ascomycota	977.0	0
scaffold1997_cov8	136	0.375	0	7.221	Ascomycota	246.0	0
scaffold1998_cov46	1094	0.3793	0	44.024	Ascomycota	2015.0	0
scaffold1999_cov73	151	0.4437	0	69.894	Ascomycota	279.0	0
scaffold2000_cov54	607	0.3674	0	51.484	Ascomycota	1122.0	0
scaffold2001_cov36	140	0.4	0	30.014	Ascomycota	259.0	0
scaffold2002_cov40	4479	0.3699	126	38.844	Ascomycota	3024.0	0
scaffold2003_cov47	5106	0.3756	82	49.728	Ascomycota	7690.0	0
scaffold2004_cov18	138	0.2754	0	17.565	Ascomycota	250.0	0
scaffold2005_cov50	1304	0.3689	0	47.574	Ascomycota	2409.0	0
scaffold2006_cov36	375	0.4027	0	36.099	Ascomycota	688.0	0
scaffold2007_cov32	819	0.3443	0	29.029	Ascomycota	1507.0	0
scaffold2008_cov8	125	0.32	0	8.104	Ascomycota	226.0	0
scaffold2009_cov61	298	0.4295	0	60.819	Ascomycota	545.0	0
scaffold2010_cov52	1628	0.3722	0	52.717	Ascomycota	3007.0	0
scaffold2011_cov40	1101	0.366	0	37.94	Ascomycota	2034.0	0
scaffold2012_cov48	662	0.3535	0	45.888	Ascomycota	1223.0	0
scaffold2013_cov57	256	0.3984	0	54.379	Ascomycota	473.0	0
scaffold2014_cov71	404	0.448	0	67.517	Ascomycota	736.0	0
scaffold2015_cov48	1588	0.3615	0	48.343	Ascomycota	2928.0	0
scaffold2016_cov48	377	0.3554	0	44.78	Ascomycota	697.0	0
scaffold2017_cov50	262	0.374	0	51.496	Ascomycota	484.0	0
scaffold2018_cov54	1623	0.414	0	50.152	Ascomycota	2992.0	0
scaffold2019_cov48	535	0.4318	0	42.568	Ascomycota	989.0	0
scaffold2020_cov46	1584	0.3378	0	43.28	Ascomycota	2926.0	0
scaffold2021_cov61	253	0.4862	0	58.34	Ascomycota	468.0	0
scaffold2022_cov36	999	0.3453	0	36.367	Ascomycota	1845.0	0
scaffold2023_cov57	473	0.4144	0	55.907	Ascomycota	874.0	0
scaffold2024_cov54	1364	0.4047	0	51.31	Ascomycota	2503.0	0
scaffold2025_cov40	2985	0.3645	0	42.06	Ascomycota	5496.0	0
scaffold2026_cov57	1856	0.3745	0	56.682	Ascomycota	3406.0	0
scaffold2027_cov50	2198	0.3785	0	48.448	Ascomycota	4054.0	0
scaffold2028_cov36	444	0.3649	0	33.043	Ascomycota	821.0	0
scaffold2029_cov42	1110	0.3892	0	41.405	Ascomycota	2050.0	0
scaffold2030_cov28	111	0.4324	0	24.045	Ascomycota	206.0	0
scaffold2031_cov26	117	0.3761	0	25.068	Ascomycota	217.0	0
scaffold2032_cov14	101	0.3069	0	27.327	Ascomycota	182.0	0
scaffold2033_cov48	1484	0.3949	0	43.527	Ascomycota	2713.0	0
scaffold2034_cov16	191	0.3089	0	17.555	Ascomycota	348.0	0
scaffold2035_cov55	192	0.3594	0	68.057	Ascomycota	355.0	0
scaffold2036_cov48	2735	0.3941	0	47.222	Ascomycota	5035.0	0
scaffold2037_cov44	576	0.3559	0	44.38	Ascomycota	1059.0	0
scaffold2038_cov48	2898	0.3899	0	48.738	Ascomycota	5313.0	0
scaffold2039_cov61	764	0.3914	0	62.997	Ascomycota	1411.0	0
scaffold2040_cov26	135	0.3556	0	590.467	Ascomycota	250.0	0
scaffold2041_cov16	221	0.3077	0	19.647	Ascomycota	409.0	0
scaffold2042_cov18	112	0.3482	0	30.955	Ascomycota	202.0	0
scaffold2043_cov55	1969	0.4627	93	55.858	Ascomycota	2752.0	0
scaffold2044_cov59	312	0.4583	0	57.968	Ascomycota	577.0	0
scaffold2045_cov16	309	0.3819	0	17.016	Ascomycota	571.0	0
scaffold2046_cov22	301	0.4684	0	16.781	Ascomycota	462.0	0
scaffold2047_cov69	464	0.3491	0	65.787	Ascomycota	857.0	0
scaffold2048_cov85	139	0.4532	0	81.079	Ascomycota	257.0	0
scaffold2049_cov36	706	0.364	0	32.399	Ascomycota	1304.0	0
scaffold2050_cov36	265	0.3283	0	32.494	Ascomycota	490.0	0
scaffold2051_cov42	1061	0.3544	0	38.775	Ascomycota	1949.0	0
scaffold2052_cov52	2253	0.3702	0	49.668	Ascomycota	4130.0	0
scaffold2053_cov42	1110	0.3883	0	34.871	Ascomycota	2017.0	0
scaffold2054_cov43	10029	0.3451	0	42.017	Ascomycota	18438.0	0
scaffold2055_cov47	7067	0.4274	45	45.636	Ascomycota	8656.0	0
scaffold2056_cov59	318	0.4748	0	55.23	Ascomycota	588.0	0
scaffold2057_cov54	202	0.4455	0	19.554	Ascomycota	374.0	0
scaffold2058_cov40	1141	0.3699	0	38.39	Ascomycota	2108.0	0
scaffold2059_cov30	136	0.3824	0	86.257	Ascomycota	252.0	0
scaffold2060_cov12	109	0.1927	0	1.807	Ascomycota	202.0	0
scaffold2061_cov32	679	0.3402	0	35.568	Ascomycota	1254.0	0
scaffold2062_cov50	170	0.3529	0	49.794	Ascomycota	315.0	0
scaffold2063_cov32	139	0.4029	0	26.683	Ascomycota	257.0	0
scaffold2064_cov44	1889	0.377	51	43.612	Ascomycota	1847.0	0
scaffold2065_cov44	753	0.4236	0	41.365	Ascomycota	1391.0	0
scaffold2066_cov44	396	0.3535	0	39.76	Ascomycota	732.0	0
scaffold2067_cov46	3660	0.3641	92	46.109	Ascomycota	4519.0	0
scaffold2068_cov57	705	0.3234	0	56.637	Ascomycota	1295.0	0
scaffold2069_cov10	156	0.4231	0	560.487	Ascomycota	289.0	0
scaffold2070_cov40	309	0.3204	0	21.324	Ascomycota	571.0	0
scaffold2071_cov32	421	0.3183	0	31.653	Ascomycota	778.0	0
scaffold2072_cov55	368	0.3533	0	51.451	Ascomycota	680.0	0
scaffold2073_cov41	1030	0.3612	0	39.803	Ascomycota	1903.0	0
scaffold2074_cov47	8768	0.3681	142	45.423	Ascomycota	11134.0	0
scaffold2075_cov44	1104	0.361	79	43.212	Ascomycota	1105.0	0
scaffold2076_cov20	148	0.4122	0	37.642	Ascomycota	274.0	0
scaffold2077_cov48	1654	0.364	0	44.334	Ascomycota	3049.0	0
scaffold2078_cov57	141	0.4894	0	51.27	Ascomycota	261.0	0
scaffold2079_cov56	2366	0.3787	0	54.566	Ascomycota	4359.0	0
scaffold2080_cov55	454	0.3877	0	55.374	Ascomycota	839.0	0
scaffold2081_cov54	1390	0.3784	0	52.155	Ascomycota	2567.0	0
scaffold2082_cov54	746	0.3954	0	51.922	Ascomycota	1373.0	0
scaffold2083_cov6	102	0.402	0	3.99	Ascomycota	189.0	0
scaffold2084_cov50	4947	0.3747	74	48.755	Ascomycota	6715.0	0
scaffold2085_cov32	496	0.3085	0	28.073	Ascomycota	917.0	0
scaffold2086_cov52	212	0.3679	0	35.075	Ascomycota	392.0	0
scaffold2087_cov40	1342	0.3338	0	38.429	Ascomycota	2468.0	0
scaffold2088_cov46	4680	0.3744	0	43.989	Ascomycota	8588.0	0
scaffold2089_cov10	100	0.26	0	15.1	Ascomycota	185.0	0
scaffold2090_cov41	1707	0.3928	88	40.514	Ascomycota	2121.0	0
scaffold2091_cov40	525	0.3276	0	27.358	Ascomycota	953.0	0
scaffold2092_cov12	110	0.3091	0	8.6	Ascomycota	204.0	0
scaffold2093_cov28	110	0.4364	0	21.045	Ascomycota	204.0	0
scaffold2094_cov22	110	0.4455	0	20.018	Ascomycota	204.0	0
scaffold2095_cov44	2127	0.3803	0	43.767	Ascomycota	3906.0	0
scaffold2096_cov50	4357	0.3664	88	46.381	Ascomycota	4052.0	0
scaffold2097_cov14	377	0.374	0	12.263	Ascomycota	691.0	0
scaffold2098_cov46	906	0.4148	79	45.11	Ascomycota	1158.0	0
scaffold2099_cov44	415	0.3566	0	47.561	Ascomycota	767.0	0
scaffold2100_cov52	1184	0.3615	0	48.266	Ascomycota	2182.0	0
scaffold2101_cov36	4239	0.3725	0	35.94	Ascomycota	6543.0	0
scaffold2102_cov36	1240	0.3565	0	36.413	Ascomycota	2279.0	0
scaffold2103_cov65	1425	0.4677	95	67.971	Ascomycota	1245.0	0
scaffold2104_cov36	103	0.3689	0	33.864	Ascomycota	191.0	0
scaffold2105_cov50	1766	0.3845	0	47.046	Ascomycota	3240.0	0
scaffold2106_cov8	112	0.3393	0	8.036	Ascomycota	207.0	0
scaffold2107_cov61	1062	0.3908	0	57.157	Ascomycota	1951.0	0
scaffold2108_cov46	166	0.3976	0	39.62	Ascomycota	307.0	0
scaffold2109_cov32	1173	0.3947	0	31.169	Ascomycota	2161.0	0
scaffold2110_cov49	785	0.4094	62	46.772	Ascomycota	833.0	0
scaffold2111_cov87	116	0.3879	0	84.06	Ascomycota	215.0	0
scaffold2112_cov55	1970	0.3964	0	54.457	Ascomycota	3627.0	0
scaffold2113_cov59	1059	0.4117	0	56.27	Ascomycota	1951.0	0
scaffold2114_cov36	237	0.4937	0	30.616	Ascomycota	427.0	0
scaffold2115_cov49	1794	0.3593	74	45.941	Ascomycota	2279.0	0
scaffold2116_cov54	2420	0.3793	47	54.186	Ascomycota	4004.0	0
scaffold2117_cov44	3323	0.3707	0	40.72	Ascomycota	6137.0	0
scaffold2118_cov52	2714	0.3659	0	52.2	Ascomycota	4996.0	0
scaffold2119_cov67	1042	0.381	0	65.535	Ascomycota	1925.0	0
scaffold2120_cov51	5650	0.3741	74	49.284	Ascomycota	7764.0	0
scaffold2121_cov38	330	0.4061	0	37.839	Ascomycota	604.0	0
scaffold2122_cov43	3322	0.3805	63	42.369	Ascomycota	4747.0	0
scaffold2123_cov12	128	0.3359	0	9.508	Ascomycota	237.0	0
scaffold2124_cov55	6574	0.3808	48	55.598	Ascomycota	8133.0	0
scaffold2125_cov42	502	0.3446	0	38.104	Ascomycota	928.0	0
scaffold2126_cov44	564	0.3174	0	39.711	Ascomycota	1037.0	0
scaffold2127_cov42	511	0.3933	0	40.299	Ascomycota	944.0	0
scaffold2128_cov63	107	0.3458	0	57.393	Ascomycota	198.0	0
scaffold2129_cov54	1135	0.3471	0	51.304	Ascomycota	2084.0	0
scaffold2130_cov46	331	0.4048	0	51.408	Ascomycota	606.0	0
scaffold2131_cov50	782	0.4276	43	46.966	Ascomycota	1014.0	0
scaffold2132_cov28	100	0.42	0	21.45	Ascomycota	185.0	0
scaffold2133_cov12	128	0.375	0	11.461	Ascomycota	237.0	0
scaffold2134_cov12	208	0.3798	0	11.418	Ascomycota	385.0	0
scaffold2135_cov32	362	0.3287	0	26.387	Ascomycota	664.0	0
scaffold2136_cov42	2122	0.3732	0	41.767	Ascomycota	3873.0	0
scaffold2137_cov55	498	0.3936	0	54.173	Ascomycota	920.0	0
scaffold2138_cov59	821	0.4166	0	58.217	Ascomycota	1517.0	0
scaffold2139_cov10	131	0.2977	0	10.573	Ascomycota	243.0	0
scaffold2140_cov52	2345	0.4014	73	52.291	Ascomycota	3470.0	0
scaffold2141_cov51	1890	0.4001	68	53.773	Ascomycota	2885.0	0
scaffold2142_cov22	364	0.3654	0	22.94	Ascomycota	673.0	0
scaffold2143_cov52	744	0.3414	0	43.964	Ascomycota	1363.0	0
scaffold2144_cov46	2420	0.3651	89	45.056	Ascomycota	3509.0	0
scaffold2145_cov40	1210	0.4694	0	38.479	Ascomycota	2224.0	0
scaffold2146_cov40	547	0.3949	0	36.408	Ascomycota	1011.0	0
scaffold2147_cov10	123	0.2927	0	7.293	Ascomycota	228.0	0
scaffold2148_cov28	469	0.322	0	27.923	Ascomycota	867.0	0
scaffold2149_cov32	656	0.3262	0	32.63	Ascomycota	1201.0	0
scaffold2150_cov36	1052	0.385	0	36.49	Ascomycota	1938.0	0
scaffold2151_cov28	103	0.3107	0	47.019	Ascomycota	191.0	0
scaffold2152_cov55	2360	0.4127	0	52.944	Ascomycota	4338.0	0
scaffold2153_cov44	130	0.3846	0	83.285	Ascomycota	241.0	0
scaffold2154_cov59	2507	0.4085	0	59.663	Ascomycota	4625.0	0
scaffold2155_cov18	122	0.2377	0	16.336	Ascomycota	226.0	0
scaffold2156_cov45	426	0.4531	0	46.831	Ascomycota	787.0	0
scaffold2157_cov8	111	0.2793	0	9.928	Ascomycota	206.0	0
scaffold2158_cov10	120	0.525	0	6.458	Ascomycota	222.0	0
scaffold2159_cov14	142	0.2817	0	10.655	Ascomycota	263.0	0
scaffold2160_cov93	405	0.4494	0	93.301	Ascomycota	749.0	0
scaffold2161_cov50	1715	0.3504	0	48.094	Ascomycota	3162.0	0
scaffold2162_cov42	284	0.3345	0	37.63	Ascomycota	508.0	0
scaffold2163_cov12	149	0.3221	0	11.886	Ascomycota	268.0	0
scaffold2164_cov52	417	0.3741	0	51.801	Ascomycota	771.0	0
scaffold2165_cov51	4768	0.3851	89	48.947	Ascomycota	5600.0	0
scaffold2166_cov14	235	0.3064	0	16.353	Ascomycota	379.0	0
scaffold2167_cov65	654	0.3639	0	66.023	Ascomycota	1208.0	0
scaffold2168_cov8	128	0.3047	0	30.711	Ascomycota	237.0	0
scaffold2169_cov49	1967	0.3423	68	48.23	Ascomycota	1978.0	0
